Appliance Type,Model,Brand,Power (W),Voltage (V),Current (A),Operational Hours,Power Factor
0,5,0,84.04,117.03,0.718,5,0.93
0,5,0,46.27,219.18,0.211,3,0.84
0,5,0,50.7,187.84,0.27,8,1.0
0,5,0,11.34,121.26,0.094,8,0.94
0,5,0,32.18,126.7,0.254,5,0.81
0,5,0,54.9,143.93,0.381,6,0.87
0,5,0,31.98,226.14,0.141,5,0.89
0,5,0,42.76,137.75,0.31,6,0.88
0,5,0,46.71,172.13,0.271,8,0.87
0,5,0,32.99,121.59,0.271,2,0.84
0,5,0,13.69,196.89,0.07,7,0.8
0,5,0,43.29,139.17,0.311,8,0.9
0,5,0,66.88,122.31,0.547,1,0.86
0,5,0,90.67,185.12,0.49,6,0.87
0,5,0,83.73,233.01,0.359,4,0.84
0,5,0,26.37,123.98,0.213,1,0.97
0,5,0,7.27,196.29,0.037,6,0.85
0,5,0,24.72,204.36,0.121,3,0.99
0,5,0,24.46,202.1,0.121,6,0.86
0,5,0,47.08,130.68,0.36,7,0.82
0,5,0,65.82,125.77,0.523,5,0.85
0,6,3,68.38,156.1,0.438,7,0.97
0,6,3,44.33,139.68,0.317,8,0.88
0,6,3,79.94,135.97,0.588,1,0.95
0,6,3,45.37,191.62,0.237,5,0.91
0,6,3,55.75,138.05,0.404,8,0.88
0,6,3,56.72,171.31,0.331,5,0.91
0,6,3,44.36,197.49,0.225,2,0.98
0,6,3,50.15,206.76,0.243,2,0.91
0,6,3,16.32,176.78,0.092,2,0.99
0,6,3,70.3,170.24,0.413,2,0.87
0,6,3,37.92,203.87,0.186,5,0.87
0,6,3,24.85,196.89,0.126,5,0.88
0,6,3,93.67,208.59,0.449,7,0.81
0,6,3,15.93,181.76,0.088,5,0.98
0,6,3,40.18,222.14,0.181,5,0.91
0,6,3,50.09,144.54,0.347,4,0.82
0,6,3,70.23,122.98,0.571,5,0.84
0,6,3,77.14,197.15,0.391,3,0.96
0,6,3,72.3,212.54,0.34,1,0.82
0,6,3,41.37,143.6,0.288,7,0.86
0,6,3,78.69,134.14,0.587,2,0.91
0,6,3,67.48,140.78,0.479,5,0.98
0,6,3,41.19,125.99,0.327,2,0.89
0,6,3,46.93,115.09,0.408,2,0.96
0,6,3,54.97,194.05,0.283,2,0.99
0,6,3,92.29,158.51,0.582,6,0.93
0,6,3,61.94,126.97,0.488,3,0.89
0,6,3,76.88,128.07,0.6,5,0.95
0,6,3,65.41,161.81,0.404,8,0.89
0,6,3,21.16,168.18,0.126,3,0.92
0,6,3,48.38,121.4,0.399,3,0.84
0,6,3,49.8,207.27,0.24,1,0.86
0,6,3,59.53,149.08,0.399,8,0.92
0,6,3,60.33,198.46,0.304,8,0.81
0,6,3,16.35,238.74,0.068,7,0.88
0,6,3,39.66,216.34,0.183,2,0.89
0,6,3,44.76,172.01,0.26,3,0.9
0,6,3,56.08,233.79,0.24,8,0.99
0,6,3,87.8,238.08,0.369,8,0.88
0,6,3,62.89,186.86,0.337,2,0.86
0,6,3,43.5,229.84,0.189,5,0.96
0,6,3,62.04,238.09,0.261,5,0.82
0,6,3,88.26,159.39,0.554,4,0.8
0,6,3,23.17,220.63,0.105,7,0.81
0,6,3,9.39,211.17,0.044,6,0.9
0,6,3,9.85,224.01,0.044,5,0.97
0,6,3,29.03,125.86,0.231,1,0.9
0,6,3,18.35,149.83,0.122,8,0.88
0,6,3,68.48,181.75,0.377,7,0.94
0,6,3,43.15,230.49,0.187,1,0.81
0,6,3,13.4,233.24,0.057,6,0.84
0,6,3,98.83,199.2,0.496,2,0.92
0,6,3,16.88,189.01,0.089,6,0.88
0,6,3,41.31,113.83,0.363,4,0.93
0,6,3,41.75,231.45,0.18,6,0.97
0,6,3,5.95,209.12,0.028,7,0.85
0,6,3,18.04,137.58,0.131,6,0.91
0,6,3,42.67,128.21,0.333,3,1.0
0,6,3,44.3,210.01,0.211,6,0.87
0,6,3,95.68,169.74,0.564,1,0.93
0,6,3,46.86,135.67,0.345,7,0.84
0,6,3,6.58,211.19,0.031,6,0.84
0,6,3,91.9,239.54,0.384,4,0.84
0,6,3,89.43,189.52,0.472,6,0.93
0,6,3,48.67,205.85,0.236,6,0.97
0,6,3,44.09,196.05,0.225,4,0.8
0,6,3,12.72,119.96,0.106,8,0.97
0,6,3,77.3,218.82,0.353,6,0.99
0,6,3,76.54,157.28,0.487,7,0.94
0,6,3,76.27,145.96,0.523,1,0.99
0,6,3,74.04,125.03,0.592,7,0.85
0,6,3,14.18,127.52,0.111,6,0.91
0,6,3,13.1,119.69,0.109,4,0.94
0,6,3,15.41,218.91,0.07,3,0.9
0,6,3,82.43,181.92,0.453,5,0.98
0,6,3,66.29,164.71,0.402,6,0.91
0,6,3,45.43,121.87,0.373,2,0.88
0,6,3,52.28,115.89,0.451,4,0.87
0,6,3,56.31,189.09,0.298,5,0.82
0,6,3,71.09,171.52,0.414,7,0.82
0,6,3,40.96,207.26,0.198,4,0.95
0,6,3,67.72,116.38,0.582,6,0.87
0,6,3,60.78,206.24,0.295,5,0.89
0,6,3,69.64,175.85,0.396,2,0.93
0,6,3,39.31,115.77,0.34,2,0.99
0,6,3,73.83,220.43,0.335,1,0.82
0,6,3,19.34,229.67,0.084,7,0.95
0,6,3,48.96,234.77,0.209,4,0.88
0,6,3,80.86,112.09,0.721,5,0.87
0,6,3,86.81,238.57,0.364,8,0.88
0,6,3,18.93,205.23,0.092,5,0.94
0,6,3,18.18,116.18,0.156,3,0.85
0,6,3,28.47,138.24,0.206,6,0.86
0,6,3,59.88,162.42,0.369,8,0.85
0,6,3,93.37,179.8,0.519,3,0.88
0,6,3,76.04,172.51,0.441,8,0.86
0,6,3,70.18,125.95,0.557,5,0.8
0,6,3,68.04,229.79,0.296,6,0.97
0,6,3,59.14,204.49,0.289,1,0.94
0,6,3,56.41,138.94,0.406,5,0.82
0,7,3,89.51,152.02,0.589,1,0.86
0,7,3,27.01,223.31,0.121,1,0.89
0,7,3,73.15,147.01,0.498,3,0.85
0,7,3,38.77,144.45,0.268,4,0.83
0,7,3,91.91,160.36,0.573,4,0.86
0,7,3,71.03,164.02,0.433,2,0.91
0,7,3,42.57,150.16,0.283,1,0.86
0,7,3,59.92,221.43,0.271,2,0.93
0,7,3,66.04,208.82,0.316,2,0.97
0,7,3,26.17,210.34,0.124,7,0.88
0,7,3,61.76,165.87,0.372,2,0.98
0,7,3,92.96,113.86,0.816,4,0.98
0,7,3,35.88,155.04,0.231,5,0.92
0,7,3,72.67,234.52,0.31,7,0.84
0,7,3,96.45,133.53,0.722,3,0.89
0,7,3,37.76,120.1,0.314,2,0.99
0,7,3,91.59,211.7,0.433,6,0.89
0,7,3,51.83,144.88,0.358,8,0.96
0,7,3,29.47,119.82,0.246,7,0.9
0,7,3,82.04,230.28,0.356,7,0.9
0,7,3,56.52,193.0,0.293,2,0.84
0,7,3,52.22,157.0,0.333,8,0.99
0,7,3,81.53,131.73,0.619,4,0.92
0,7,3,40.01,133.38,0.3,6,0.86
0,7,3,84.24,119.26,0.706,7,0.92
0,7,3,45.31,127.4,0.356,7,0.94
0,7,3,94.45,110.66,0.854,6,0.85
0,7,3,14.65,173.18,0.085,1,0.83
0,7,3,70.13,179.46,0.391,7,0.92
0,7,3,16.58,229.07,0.072,3,0.93
0,7,3,74.74,205.78,0.363,8,0.99
0,7,3,19.67,217.53,0.09,1,0.87
0,7,3,80.05,119.92,0.668,8,0.84
0,7,3,59.79,146.38,0.408,8,0.91
0,7,3,20.81,211.31,0.098,6,0.96
0,7,3,16.24,208.79,0.078,4,0.91
0,7,3,47.73,221.68,0.215,8,0.8
0,7,3,64.67,193.23,0.335,2,0.87
0,7,3,40.78,205.11,0.199,4,0.8
0,7,3,37.44,139.89,0.268,5,0.98
0,7,3,53.17,201.21,0.264,7,0.88
0,7,3,44.11,139.54,0.316,7,0.91
0,7,3,61.8,152.09,0.406,5,0.98
0,7,3,44.86,228.08,0.197,6,0.83
0,7,3,23.29,157.72,0.148,1,1.0
0,7,3,48.69,237.18,0.205,7,0.93
0,7,3,87.64,232.08,0.378,1,0.87
0,7,3,69.21,164.2,0.421,7,0.83
0,7,3,40.39,197.95,0.204,6,0.94
0,7,3,35.65,233.79,0.152,6,0.99
0,7,3,16.89,117.28,0.144,8,0.88
0,7,3,98.05,206.0,0.476,5,0.98
0,7,3,79.0,153.72,0.514,1,0.83
0,7,3,82.36,134.05,0.614,7,0.87
0,7,3,68.13,222.8,0.306,3,0.98
0,7,3,16.48,136.05,0.121,6,0.82
0,7,3,93.72,173.08,0.541,7,0.88
0,7,3,99.47,216.67,0.459,7,0.84
0,7,3,99.74,130.94,0.762,1,0.87
0,7,3,88.08,202.44,0.435,7,0.89
0,7,3,60.44,121.64,0.497,5,0.93
0,7,3,9.46,116.18,0.081,3,0.93
0,7,3,39.14,152.82,0.256,4,0.87
0,7,3,40.78,219.11,0.186,3,0.89
0,7,3,45.77,162.43,0.282,4,0.84
0,7,3,55.05,119.55,0.46,3,0.8
0,7,3,12.57,135.48,0.093,6,0.88
0,7,3,73.63,214.03,0.344,8,0.86
0,7,3,99.16,188.83,0.525,3,0.9
0,7,3,81.13,212.73,0.381,5,0.9
0,7,3,10.65,113.26,0.094,2,0.84
0,7,3,43.57,139.26,0.313,4,0.87
0,7,3,68.47,215.89,0.317,2,0.8
0,7,3,63.22,123.27,0.513,8,0.92
0,7,3,25.09,164.87,0.152,4,0.91
0,7,3,79.94,166.71,0.48,8,0.94
0,7,3,93.32,126.86,0.736,3,0.91
0,7,3,87.45,238.26,0.367,2,0.97
0,7,3,56.64,144.89,0.391,3,0.81
0,7,3,19.04,155.77,0.122,8,0.91
0,7,3,9.63,208.29,0.046,3,0.83
0,7,3,99.51,178.9,0.556,3,0.83
0,7,3,38.84,219.76,0.177,3,0.91
0,7,3,19.29,127.04,0.152,1,1.0
0,7,3,62.01,115.55,0.537,7,0.93
0,7,3,29.64,182.23,0.163,2,0.97
0,7,3,81.28,168.34,0.483,7,1.0
0,7,3,76.94,184.26,0.418,1,0.81
0,7,3,88.97,170.07,0.523,4,0.96
0,7,3,7.27,124.12,0.059,1,0.86
0,7,3,73.01,212.19,0.344,7,0.98
0,7,3,74.68,179.09,0.417,4,0.9
0,7,3,23.0,223.2,0.103,7,0.89
0,7,3,19.19,193.01,0.099,8,0.88
0,7,3,11.2,138.16,0.081,4,0.85
0,7,3,74.9,130.92,0.572,7,0.91
0,7,3,72.09,131.71,0.547,6,0.96
0,7,3,24.23,152.08,0.159,7,0.88
0,7,3,5.94,118.39,0.05,4,0.8
0,7,3,16.95,133.77,0.127,5,0.98
0,8,1,18.73,122.84,0.152,8,0.81
0,8,1,67.75,152.47,0.444,4,1.0
0,8,1,99.33,148.06,0.671,2,0.9
0,8,1,25.07,229.81,0.109,8,0.84
0,8,1,51.26,162.62,0.315,4,0.9
0,8,1,8.03,150.62,0.053,4,0.82
0,8,1,73.97,169.0,0.438,1,0.85
0,8,1,99.82,214.47,0.465,6,0.95
0,8,1,14.28,236.98,0.06,4,0.94
0,8,1,26.09,159.28,0.164,8,0.9
0,8,1,78.43,131.71,0.595,5,0.95
0,8,1,19.67,205.53,0.096,3,0.82
0,8,1,86.61,193.41,0.448,1,0.87
0,8,1,44.0,236.35,0.186,3,0.98
0,8,1,23.96,139.14,0.172,2,0.92
0,8,1,56.76,159.88,0.355,2,0.83
0,8,1,20.43,185.81,0.11,7,0.84
0,8,1,43.87,122.49,0.358,1,0.93
0,8,1,37.53,163.9,0.229,5,0.94
0,8,1,90.97,237.72,0.383,5,0.98
0,8,1,90.52,154.83,0.585,7,0.98
0,8,1,12.17,150.58,0.081,4,0.91
0,8,1,56.18,180.45,0.311,7,0.99
0,8,1,18.78,139.92,0.134,6,0.88
0,8,1,80.27,122.85,0.653,5,0.97
0,8,1,91.98,143.54,0.641,4,0.84
0,8,1,37.51,215.0,0.174,4,0.84
0,8,1,62.74,176.95,0.355,7,0.98
0,8,1,89.97,160.49,0.561,3,0.87
0,8,1,7.28,114.94,0.063,6,0.8
0,8,1,30.57,177.75,0.172,7,0.9
0,8,1,99.58,141.36,0.704,7,0.95
0,8,1,68.6,176.63,0.388,4,0.91
0,8,1,21.7,111.05,0.195,6,0.82
0,8,1,11.85,173.61,0.068,6,0.88
0,8,1,14.84,159.26,0.093,7,0.98
0,8,1,40.02,190.25,0.21,8,0.86
0,8,1,70.62,158.81,0.445,4,0.96
0,8,1,12.09,115.77,0.104,5,0.88
0,8,1,62.2,177.92,0.35,2,0.98
0,8,1,86.26,158.2,0.545,3,0.8
0,8,1,37.52,150.24,0.25,8,0.87
0,8,1,39.25,209.36,0.187,4,0.88
0,8,1,96.84,152.86,0.634,2,0.95
0,8,1,8.57,148.76,0.058,8,0.9
0,8,1,90.03,182.58,0.493,6,0.9
0,8,1,84.77,115.59,0.733,7,0.94
0,8,1,8.8,165.19,0.053,8,0.97
0,8,1,52.33,119.25,0.439,8,0.93
0,8,1,84.88,148.39,0.572,5,0.99
0,8,1,72.4,161.7,0.448,8,0.88
0,8,1,77.55,129.92,0.597,6,0.85
0,8,1,63.52,147.37,0.431,6,0.92
0,8,1,12.0,200.92,0.06,4,0.86
0,8,1,36.4,185.51,0.196,2,0.85
0,8,1,88.29,186.62,0.473,4,0.87
0,8,1,64.36,143.59,0.448,4,0.87
0,8,1,17.98,140.97,0.128,7,0.82
0,8,1,92.72,182.46,0.508,6,0.96
0,8,1,44.0,175.71,0.25,3,0.88
0,8,1,9.23,134.26,0.069,7,0.95
0,8,1,5.16,198.63,0.026,6,0.82
0,8,1,57.45,202.63,0.284,1,0.95
0,8,1,7.24,175.55,0.041,2,0.91
0,8,1,44.75,214.4,0.209,2,0.86
0,8,1,98.4,145.64,0.676,6,0.85
0,8,1,11.52,151.76,0.076,5,0.98
0,8,1,7.63,235.35,0.032,8,0.96
0,8,1,24.09,134.9,0.179,8,0.91
0,8,1,21.39,201.78,0.106,6,0.83
0,8,1,90.9,143.4,0.634,4,0.8
0,8,1,22.64,115.04,0.197,8,0.85
0,8,1,63.58,136.13,0.467,3,1.0
0,8,1,13.23,130.38,0.101,3,0.81
0,8,1,91.7,178.78,0.513,3,0.97
0,8,1,32.17,184.24,0.175,8,0.86
0,8,1,31.83,128.54,0.248,8,0.93
0,8,1,86.43,217.13,0.398,8,0.82
0,8,1,58.86,193.69,0.304,7,0.99
0,8,1,9.82,143.93,0.068,2,0.86
0,8,1,84.4,222.32,0.38,2,0.94
0,8,1,48.5,163.43,0.297,1,0.89
0,8,1,15.87,214.86,0.074,7,0.81
0,8,1,49.54,188.08,0.263,1,0.96
0,8,1,66.29,175.13,0.379,2,0.91
0,8,1,82.88,207.08,0.4,7,0.91
0,8,1,36.53,133.54,0.274,3,0.91
0,8,1,7.79,164.67,0.047,2,0.82
0,8,1,39.74,137.92,0.288,6,0.96
0,8,1,89.91,203.87,0.441,2,0.9
0,8,1,82.98,214.98,0.386,8,0.86
0,8,1,68.7,143.89,0.477,7,0.91
0,8,1,29.34,114.43,0.256,4,0.9
0,8,1,91.76,226.2,0.406,1,0.97
0,8,1,54.17,169.55,0.319,5,0.89
0,8,1,72.57,198.63,0.365,6,0.81
0,8,1,31.33,113.26,0.277,3,0.92
0,8,1,78.45,205.47,0.382,2,0.87
0,8,1,90.1,136.76,0.659,8,0.97
0,8,1,17.4,169.07,0.103,1,0.83
0,9,4,31.44,121.67,0.258,4,0.96
0,9,4,74.85,143.42,0.522,6,0.96
0,9,4,64.22,212.73,0.302,4,0.92
0,9,4,95.25,116.1,0.82,1,0.86
0,9,4,67.13,191.32,0.351,5,0.83
0,9,4,63.69,232.48,0.274,1,0.87
0,9,4,97.13,214.93,0.452,6,0.94
0,9,4,76.11,198.0,0.384,3,0.98
0,9,4,40.63,239.99,0.169,3,0.81
0,9,4,31.92,149.91,0.213,6,0.94
0,9,4,57.37,152.85,0.375,1,0.86
0,9,4,80.52,132.07,0.61,8,0.98
0,9,4,20.85,221.45,0.094,4,0.97
0,9,4,50.56,176.85,0.286,1,0.9
0,9,4,70.16,123.73,0.567,7,0.94
0,9,4,27.77,203.82,0.136,3,0.83
0,9,4,27.4,161.65,0.17,2,0.91
0,9,4,65.55,201.89,0.325,5,1.0
0,9,4,25.69,154.33,0.166,2,0.95
0,9,4,52.93,183.17,0.289,7,0.88
0,9,4,16.45,163.6,0.101,6,0.85
0,9,4,46.52,226.64,0.205,2,0.91
0,9,4,5.73,125.29,0.046,4,0.9
0,9,4,14.37,129.24,0.111,4,0.93
0,9,4,88.33,204.62,0.432,6,0.95
0,9,4,57.07,211.3,0.27,7,0.85
0,9,4,98.04,148.16,0.662,8,0.91
0,9,4,61.77,145.55,0.424,1,0.91
0,9,4,95.44,220.88,0.432,3,0.87
0,9,4,16.5,179.91,0.092,8,0.98
0,9,4,38.43,128.41,0.299,6,0.94
0,9,4,16.33,120.83,0.135,3,0.95
0,9,4,24.94,158.89,0.157,2,0.94
0,9,4,49.41,149.96,0.329,2,0.84
0,9,4,41.09,169.19,0.243,4,0.87
0,9,4,42.91,221.83,0.193,3,0.88
0,9,4,90.58,197.78,0.458,8,0.96
0,9,4,86.65,220.32,0.393,7,0.99
0,9,4,21.8,226.92,0.096,6,0.98
0,9,4,55.76,189.06,0.295,8,0.97
0,9,4,5.54,140.11,0.04,3,0.96
0,9,4,44.59,158.29,0.282,2,0.82
0,9,4,50.45,166.36,0.303,6,0.86
0,9,4,96.39,147.59,0.653,5,0.82
0,9,4,33.25,151.74,0.219,2,0.86
0,9,4,95.36,177.01,0.539,2,0.85
0,9,4,51.58,161.06,0.32,3,0.82
0,9,4,13.7,237.93,0.058,5,0.86
0,9,4,47.79,219.37,0.218,8,0.99
0,9,4,88.53,228.86,0.387,3,0.88
0,9,4,70.91,237.46,0.299,1,0.9
0,9,4,57.82,189.09,0.306,7,0.97
0,9,4,11.6,140.86,0.082,3,0.98
0,9,4,74.2,214.11,0.347,8,0.99
0,9,4,58.67,150.8,0.389,5,0.84
0,9,4,56.56,153.82,0.368,3,0.95
0,9,4,52.52,133.02,0.395,6,0.83
0,9,4,86.3,217.61,0.397,1,0.91
0,9,4,11.51,150.48,0.076,2,0.81
0,9,4,23.52,140.68,0.167,5,0.99
0,9,4,17.6,170.94,0.103,1,0.98
0,9,4,96.03,152.66,0.629,3,0.95
0,9,4,64.03,227.4,0.282,8,0.82
0,9,4,15.54,161.62,0.096,2,0.99
0,9,4,95.7,221.16,0.433,7,1.0
0,9,4,24.16,197.46,0.122,8,0.94
0,9,4,21.8,177.12,0.123,4,0.92
0,9,4,87.35,187.88,0.465,2,0.85
0,9,4,82.68,207.3,0.399,8,0.89
0,9,4,60.75,203.62,0.298,8,0.8
0,9,4,35.84,135.29,0.265,3,0.98
0,9,4,19.12,229.96,0.083,7,0.95
0,9,4,83.35,204.78,0.407,5,0.94
0,9,4,16.83,237.74,0.071,7,0.87
0,9,4,47.44,195.52,0.243,6,0.91
0,9,4,20.12,156.01,0.129,2,0.88
0,9,4,40.99,145.27,0.282,3,0.99
0,9,4,32.85,191.51,0.172,4,0.97
0,9,4,29.58,206.2,0.143,5,0.91
0,9,4,74.85,239.95,0.312,1,0.87
0,9,4,97.83,165.23,0.592,8,0.86
0,9,4,14.89,163.72,0.091,4,0.95
0,9,4,11.73,239.85,0.049,2,0.83
0,9,4,58.49,148.73,0.393,4,0.8
0,9,4,10.93,148.16,0.074,3,0.91
0,9,4,99.27,193.93,0.512,1,0.83
0,9,4,79.71,119.81,0.665,8,0.97
0,9,4,39.95,129.85,0.308,4,0.9
0,9,4,14.05,200.49,0.07,6,0.83
0,9,4,18.7,149.77,0.125,2,0.92
0,9,4,7.89,188.76,0.042,1,0.82
0,9,4,87.87,202.41,0.434,5,0.81
0,9,4,28.14,179.19,0.157,7,0.88
0,9,4,12.38,230.16,0.054,6,0.91
0,9,4,27.94,187.48,0.149,5,0.96
0,9,4,82.3,141.27,0.583,1,0.95
0,9,4,71.91,168.54,0.427,6,0.82
0,9,4,35.56,138.3,0.257,7,0.9
0,9,4,65.09,209.89,0.31,2,0.86
0,9,4,97.31,134.26,0.725,3,0.96
0,10,2,22.69,226.31,0.1,4,0.9
0,10,2,94.77,131.52,0.721,5,0.92
0,10,2,87.44,238.74,0.366,6,0.96
0,10,2,94.89,196.19,0.484,1,0.94
0,10,2,96.94,165.78,0.585,7,0.81
0,10,2,78.89,119.28,0.661,4,0.99
0,10,2,18.83,190.48,0.099,2,0.86
0,10,2,88.21,223.19,0.395,8,0.82
0,10,2,53.18,229.75,0.231,5,0.81
0,10,2,47.26,160.67,0.294,8,0.91
0,10,2,89.76,186.2,0.482,5,0.96
0,10,2,13.73,216.05,0.064,6,0.89
0,10,2,71.91,171.92,0.418,2,0.98
0,10,2,44.45,131.66,0.338,5,0.98
0,10,2,66.8,213.61,0.313,3,0.91
0,10,2,64.91,188.07,0.345,4,0.89
0,10,2,77.39,192.95,0.401,4,0.98
0,10,2,46.5,120.79,0.385,8,0.89
0,10,2,86.26,227.39,0.379,4,0.9
0,10,2,10.71,180.88,0.059,7,0.94
0,10,2,87.65,126.93,0.691,8,0.81
0,10,2,67.65,181.15,0.373,7,0.87
0,10,2,78.22,239.92,0.326,1,0.82
0,10,2,22.01,115.78,0.19,7,0.89
0,10,2,47.38,225.95,0.21,7,0.81
0,10,2,62.86,184.63,0.34,7,0.97
0,10,2,78.9,179.55,0.439,4,1.0
0,10,2,84.45,143.15,0.59,1,0.91
0,10,2,56.67,134.76,0.421,5,0.85
0,10,2,54.23,225.09,0.241,8,0.98
0,10,2,54.99,128.17,0.429,3,0.89
0,10,2,35.89,110.01,0.326,7,0.93
0,10,2,36.65,117.64,0.312,2,0.84
0,10,2,29.87,164.43,0.182,3,0.86
0,10,2,94.31,111.18,0.848,2,0.87
0,10,2,17.51,182.74,0.096,4,0.99
0,10,2,57.28,176.56,0.324,7,0.99
0,10,2,42.71,176.38,0.242,7,0.94
0,10,2,40.35,219.36,0.184,8,0.9
0,10,2,9.06,123.36,0.073,1,0.94
0,10,2,72.93,178.82,0.408,8,0.85
0,10,2,75.75,116.01,0.653,5,0.98
0,10,2,71.37,133.18,0.536,2,0.88
0,10,2,87.95,125.46,0.701,6,0.95
0,10,2,52.86,117.72,0.449,4,0.93
0,10,2,86.41,235.48,0.367,1,0.91
0,10,2,56.1,124.39,0.451,6,0.88
0,10,2,53.73,147.89,0.363,1,0.92
0,10,2,34.89,186.33,0.187,1,0.96
0,10,2,5.15,124.14,0.041,8,0.84
0,10,2,51.45,212.33,0.242,7,0.9
0,10,2,16.89,150.41,0.112,5,0.81
0,10,2,26.22,183.48,0.143,2,0.86
0,10,2,91.78,219.07,0.419,6,0.92
0,10,2,76.56,172.78,0.443,4,0.92
0,10,2,33.53,166.9,0.201,7,0.86
0,10,2,53.46,131.18,0.408,6,0.92
0,10,2,44.37,234.41,0.189,2,0.84
0,10,2,70.96,190.16,0.373,1,0.88
0,10,2,44.53,198.07,0.225,2,0.93
0,10,2,28.52,218.05,0.131,1,0.86
0,10,2,84.37,215.05,0.392,4,0.85
0,10,2,68.1,231.16,0.295,6,0.95
0,10,2,33.5,122.51,0.273,8,0.93
0,10,2,43.44,188.53,0.23,3,0.91
0,10,2,50.11,222.85,0.225,4,0.95
0,10,2,72.64,221.59,0.328,1,0.93
0,10,2,77.61,138.66,0.56,3,0.81
0,10,2,35.73,149.81,0.239,2,0.95
0,10,2,13.8,124.39,0.111,8,0.92
0,10,2,10.91,222.3,0.049,6,0.84
0,10,2,19.24,132.27,0.145,8,0.96
0,10,2,49.89,168.1,0.297,1,0.82
0,10,2,84.74,143.46,0.591,2,0.88
0,10,2,75.31,168.26,0.448,4,0.86
0,10,2,13.47,201.64,0.067,4,0.99
0,10,2,9.39,124.17,0.076,3,0.96
0,10,2,78.52,136.83,0.574,2,0.9
0,10,2,82.48,133.17,0.619,7,0.97
0,10,2,97.52,165.45,0.589,7,0.8
0,10,2,20.17,136.66,0.148,7,0.86
0,10,2,59.38,117.04,0.507,3,0.82
0,10,2,24.69,134.81,0.183,5,0.95
0,10,2,76.2,128.99,0.591,4,0.96
0,10,2,91.11,132.21,0.689,1,0.95
0,10,2,67.25,159.82,0.421,1,0.81
0,10,2,33.51,120.81,0.277,1,0.98
0,10,2,38.49,214.77,0.179,8,0.89
0,10,2,58.51,182.51,0.321,1,0.91
0,10,2,72.97,236.77,0.308,6,0.92
0,10,2,58.18,136.89,0.425,1,0.91
0,10,2,77.41,234.47,0.33,1,0.91
0,10,2,38.4,122.03,0.315,4,0.88
0,10,2,62.25,155.13,0.401,5,0.99
0,10,2,23.75,231.5,0.103,3,0.84
0,10,2,67.91,138.34,0.491,2,0.88
0,10,2,90.45,150.47,0.601,2,0.9
0,10,2,81.92,239.05,0.343,3,0.91
0,10,2,20.03,216.87,0.092,3,0.99
0,10,2,68.76,117.48,0.585,5,0.85
0,11,2,82.53,182.9,0.451,2,0.81
0,11,2,21.24,236.66,0.09,7,0.82
0,11,2,72.59,214.88,0.338,1,0.94
0,11,2,82.09,126.58,0.649,5,0.8
0,11,2,46.02,232.14,0.198,5,0.9
0,11,2,89.97,197.42,0.456,7,0.98
0,11,2,22.83,215.41,0.106,4,0.82
0,11,2,28.2,208.64,0.135,7,0.86
0,11,2,15.63,140.85,0.111,8,0.94
0,11,2,95.53,176.69,0.541,6,0.83
0,11,2,71.42,204.45,0.349,4,0.9
0,11,2,31.59,238.89,0.132,6,0.81
0,11,2,54.94,190.83,0.288,4,0.95
0,11,2,60.73,144.53,0.42,2,0.8
0,11,2,11.2,136.09,0.082,5,0.95
0,11,2,57.36,156.38,0.367,5,0.9
0,11,2,50.93,117.74,0.433,1,0.85
0,11,2,53.2,207.18,0.257,8,0.84
0,11,2,59.59,134.62,0.443,5,0.97
0,11,2,41.54,188.4,0.22,5,0.83
0,11,2,23.64,170.48,0.139,1,0.83
0,11,2,25.47,114.19,0.223,1,0.97
0,11,2,28.01,164.65,0.17,1,0.83
0,11,2,87.4,221.05,0.395,8,0.89
0,11,2,59.88,153.85,0.389,6,0.87
0,11,2,48.12,213.76,0.225,4,0.98
0,11,2,46.82,226.69,0.207,7,0.93
0,11,2,88.05,236.24,0.373,6,0.92
0,11,2,8.48,197.81,0.043,8,0.82
0,11,2,66.71,162.04,0.412,6,0.96
0,11,2,8.31,230.1,0.036,6,0.93
0,11,2,53.84,121.28,0.444,6,0.94
0,11,2,58.68,153.05,0.383,8,0.84
0,11,2,59.37,129.13,0.46,1,1.0
0,11,2,5.24,137.18,0.038,2,0.94
0,11,2,56.31,223.31,0.252,7,0.97
0,11,2,12.73,138.89,0.092,7,0.88
0,11,2,79.64,134.66,0.591,8,0.93
0,11,2,22.76,117.99,0.193,6,0.98
0,11,2,98.1,199.88,0.491,6,0.92
0,11,2,41.57,148.56,0.28,6,0.84
0,11,2,33.19,230.76,0.144,4,0.95
0,11,2,42.81,124.51,0.344,4,0.84
0,11,2,50.38,198.74,0.253,8,0.99
0,11,2,13.7,195.2,0.07,6,0.93
0,11,2,97.97,221.7,0.442,4,0.89
0,11,2,13.35,124.83,0.107,8,0.9
0,11,2,17.2,174.34,0.099,4,0.91
0,11,2,86.82,167.92,0.517,5,0.88
0,11,2,88.05,124.2,0.709,7,0.93
0,11,2,75.54,129.71,0.582,7,1.0
0,11,2,39.81,153.78,0.259,7,1.0
0,11,2,66.74,128.42,0.52,6,0.89
0,11,2,79.09,138.1,0.573,4,0.99
0,11,2,62.53,202.59,0.309,3,0.9
0,11,2,41.26,143.93,0.287,4,0.89
0,11,2,5.7,167.31,0.034,8,0.83
0,11,2,6.58,143.14,0.046,6,0.98
0,11,2,7.28,188.8,0.039,5,0.88
0,11,2,52.58,117.35,0.448,8,0.93
